time,seconds_elapsed,z,y,x
1765549747743772000,0.06177197265625,0.011865209838747977,-0.022566052073240278,0.1358813560100272
1765549747753764900,0.071764892578125,0.1508019713640213,0.0002782324194908142,0.0015953794326633215
1765549747763757800,0.0817578125,0.31207214525043964,0.11606091285049915,-0.052985374930128455
1765549747773751800,0.091751708984375,0.58693596509099,0.14813596702516077,-0.11339132831506431
1765549747783744800,0.101744873046875,0.440562916085124,0.17372925796508787,-0.11110416722595691
1765549747793737700,0.11173779296875,-0.08890753298699855,0.051425066810846326,0.29416341746374963
1765549747803730700,0.121730712890625,-0.41792613686323166,0.20252046816349029,0.3788829972416162
1765549747813724000,0.131723876953125,-0.5458727178186178,0.2624631879508495,0.22283574563525615
1765549747823718000,0.1417177734375,-0.44872459523081776,0.24635084206163882,0.07095934997275472
1765549747833710600,0.151710693359375,-0.09364391385912894,0.19679273816645143,-0.010265154230967164
1765549747843703800,0.161703857421875,0.47552726196050643,0.16381868932545185,-0.17076142113544046
1765549747853696800,0.17169677734375,0.7366349436491727,0.21825170578062533,-0.23862623915895817
1765549747863689700,0.181689697265625,0.6623761137396097,0.21109072811007498,-0.29313743541687726
1765549747873683700,0.19168359375,0.2596019533008337,0.26178046638369556,-0.3499192800205201
1765549747883676700,0.2016767578125,0.09711305127441883,0.37750118749439715,-0.38473340377025306
1765549747893670000,0.211669921875,0.39148704274892804,0.4193874415874481,-0.432021663037315
1765549747903662600,0.22166259765625,0.958042483112216,0.3232563870877027,-0.553556623384729
1765549747913655800,0.23165576171875,1.246504620194435,0.3743582132935524,-0.6150020028200001
1765549747923649800,0.24164990234375,1.3114993626743554,0.4882756843745708,-0.46663244623467326
1765549747933642800,0.251642822265625,1.0489560952246189,0.40549744792282577,-0.3236693518027663
1765549747943635700,0.2616357421875,0.34220892483890053,0.48479368747770785,-0.18174590261690318
1765549747953628700,0.271628662109375,-0.27426117777228354,0.5660246944874525,-0.068347340843454
1765549747963622000,0.281621826171875,-0.6758049196332693,0.5147276379704475,-0.06275237038061023
1765549747973615600,0.29161572265625,-1.0684089837133883,0.22456512671113013,-0.2932770630832761
1765549747983608800,0.30160888671875,-1.3130384088099003,0.011714403191208839,-0.6648331515029072
1765549747993601800,0.311601806640625,-1.2154618316769599,-0.09348784651458263,-0.9110947809111326
1765549748003594800,0.3215947265625,-0.8369225333064794,-0.06336158832013607,-0.9574553308740258
1765549748013587700,0.331587646484375,-0.2539893741160631,-0.12722761903107166,-0.749471336607635
1765549748023581700,0.341581787109375,0.3996457992851734,-0.03319850524663925,-0.27776078339107335
1765549748033575000,0.351574951171875,1.1193629258811473,0.2111860051780939,0.28641090364083643
1765549748043567600,0.361567626953125,0.9288982216924428,0.43846097536981105,0.75829264870584
1765549748053560800,0.371560791015625,0.19624621019959448,0.4935480718195438,0.5507936614774167
1765549748063553800,0.3815537109375,-0.4088561107009649,0.3918161285728216,-0.11044088101163506
1765549748073547800,0.3915478515625,-0.8874000901341438,0.2856862426280975,-0.8403649288453161
1765549748083540700,0.401540771484375,-1.0074468577504156,0.5098059636592864,-1.4548504335105419
1765549748093533700,0.41153369140625,-0.394743414196372,0.875538387426734,-1.8770742675676941
1765549748103527000,0.42152685546875,0.06490881776213646,0.9885954422861337,-1.8041877489246427
1765549748113519600,0.43151953125,0.9908253932952881,0.7890659726321697,-1.9484964127466082
1765549748123513600,0.441513671875,1.8865379692226647,0.51755789296031,-2.1271394539773465
1765549748133506800,0.4515068359375,2.4396605120390653,0.2940337997347116,-2.0198336561210453
1765549748143499800,0.461499755859375,2.601545018431544,-0.10080547605156898,-1.7765372331939637
1765549748153492700,0.47149267578125,2.250183649843931,-0.3663140230476856,-0.5735328781604766
1765549748163485700,0.481485595703125,2.147595382028818,-0.48991994445025916,1.695381775638461
1765549748173479000,0.49147900390625,1.933240683686733,-0.8055535815745591,3.1499206589818
1765549748183472600,0.50147265625,1.6647534131407737,-0.7785609452307224,1.5710180216059089
1765549748193465600,0.511465576171875,2.062130098450184,-0.3928600846678018,-0.8754004402607679
1765549748203458800,0.521458740234375,3.231549725398421,0.04002513639628887,-2.934478749924898
1765549748213451800,0.53145166015625,2.7900200101077557,0.9435884258240461,-3.5127024162501095
1765549748223444700,0.54144482421875,0.86907415984869,1.6168717180252075,-3.3996120436429975
1765549748233438700,0.551438720703125,0.2997171060681343,1.1043243467032908,-3.430604271017015
1765549748243431700,0.561431640625,0.9803770645171404,0.45573593529760836,-3.6645506817966695
1765549748253424600,0.571424560546875,1.288378014805913,0.15000643707215786,-3.697743049563467
1765549748263417600,0.58141748046875,0.6812807206958532,-0.2051601690173149,-3.1009915006399154
1765549748273410800,0.591410888671875,0.43487493357658386,-0.5799556046843528,-1.7807257709249853
1765549748283404800,0.60140478515625,0.041788638937473296,-0.6661947952449321,-0.7224345688611269
1765549748293397800,0.611397705078125,0.30905484325587745,-0.7855915745198726,0.18394699285775423
1765549748303390700,0.621390625,1.493407250919938,-0.8504074533015489,-0.1566030588582158
1765549748313384000,0.631384033203125,2.427860768651962,-0.48441433277130125,-1.8767580412253737
1765549748323376600,0.641376708984375,2.015728412759304,0.2798392701655626,-3.5225334899127483
1765549748333370600,0.65137060546875,0.6618260786414146,1.0877046358138323,-3.531218608410656
1765549748343363800,0.66136376953125,-1.1744406699806451,1.452020763042569,-3.029835897442698
1765549748353356800,0.671356689453125,-0.535208115941286,1.141558975598216,-2.4250664617583153
1765549748363349800,0.681349853515625,2.2191250792354342,0.7674532757610082,-2.7732240658685563
